time,value
1732440441854116183,1
1732440442854072616,1
1732440443853858201,1
1732440444859814246,1
1732440445854532600,1
1732440446860845824,1
1732440447854903493,1
1732440448855274020,1
1732440449854712878,1
1732440450855438829,1
1732440451860726087,1
1732440452855542401,1
1732440453855122093,1
1732440454854845802,1
1732440455856095512,1
1732440456854823963,1
1732440457865085098,1
1732440458859474888,1
1732440459854985672,1
1732440460860206075,1
1732440461859460588,1
1732440462855717775,1
1732440463855398322,1
1732440464856120038,1
1732440465931004279,1
1732440466855332117,1
1732440467855294793,1
1732440468855356595,1
1732440469855896970,1
1732440470854660085,1
1732440471854840948,1
1732440472855302205,1
1732440473859511581,1
1732440474855388796,1
1732440475855724469,1
1732440476868361771,1
1732440477862774423,1
1732440478862231677,1
1732440479864844000,1
1732440480862478529,1
1732440481895226362,1
1732440482852370186,1
1732440483862065805,1
1732440484863730007,1
1732440485861977962,1
1732440486864081766,1
1732440487968560215,1
1732440488862752373,1
1732440489861912331,1
1732440490862404525,1
1732440491863168466,1
1732440492862120806,1
1732440493863926331,1
1732440494862402032,1
1732440495856304181,1
1732440496862962959,1
1732440497862473522,1
1732440498861993871,1
1732440499862719712,1
1732440500862874207,1
1732440501861774399,1
1732440502862271223,1
1732440503862524020,1
1732440504867610212,1
1732440505862346048,1
1732440506895309502,1
1732440507860764967,1
1732440508861886817,1
1732440509861669005,1
1732440510862084998,1
1732440511861709161,1
1732440512862291653,1
1732440513861957656,1
1732440514861962130,1
1732440515862501902,1
1732440516861985895,1
1732440517861775999,1
1732440518862346530,1
1732440519862679387,1
1732440520919671078,1
1732440521866743596,1
1732440522862178317,1
1732440523861643463,1
1732440524861939872,1
1732440525862417470,1
1732440526862221709,1
1732440527860747534,1
1732440528983871729,1
1732440529862174248,1
1732440530861955664,1
1732440531861542226,1
1732440532862219798,1
1732440533869578141,1
1732440534861708382,1
1732440535862410581,1
1732440536871892239,1
1732440537863424577,1
1732440538865159290,1
1732440539864541102,1
1732440540862166033,1
1732440541861913457,1
1732440542861633551,1
1732440543861724536,1
1732440544862350941,1
1732440545861237998,1
1732440546862149725,1
1732440547921611218,1
1732440548862319644,1
1732440549862857834,1
1732440550862311320,1
1732440551867999054,1
1732440552861835834,1
1732440553861855605,1
1732440554862624376,1
1732440555863877493,1
1732440556862012787,1
1732440557864357411,1
1732440558862275810,1
1732440559862867360,1
1732440560862459895,1
1732440561862502340,1
1732440562861733690,1
1732440563852965955,1
1732440564862268929,1
1732440565862850673,1
1732440566869834786,1
1732440567867214340,1
1732440568867835287,1
1732440569861620629,1
1732440570869559748,1
1732440571862264551,1
1732440572862643764,1
1732440573862360060,1
1732440574862874917,1
1732440575861848113,1
1732440576861428437,1
1732440577861452117,1
1732440578862096677,1
1732440579862247394,1
1732440580863011846,1
1732440581861632596,1
1732440582863100161,1
1732440583861016797,1
1732440584866069585,1
1732440585866204794,1
1732440586862681569,1
1732440587862467936,1
1732440588897684809,1
1732440589862437180,1
1732440590874536978,1
1732440591883402086,1
1732440592861881649,1
1732440593862501322,1
1732440594863306472,1
1732440595862268027,1
1732440596870190404,1
1732440597864420477,1
1732440598862328956,1
1732440599862453525,1
1732440600862107125,1
1732440601863251696,1
1732440602865582525,1
1732440603861434405,1
1732440604861892505,1
1732440605861003160,1
1732440606862515148,1
1732440607864410563,1
1732440608861971735,1
1732440609861099332,1
1732440610862026829,1
1732440611862004863,1
1732440612860822842,1
1732440613864267780,1
1732440614874384305,1
1732440615862922238,1
1732440616862655666,1
1732440617862792216,1
1732440618863449869,1
1732440619867635499,1
1732440620862001634,1
1732440621862673245,1
1732440622862460444,1
1732440623862425746,1
1732440624862486634,1
1732440625861538149,1
1732440626869524629,1
1732440627851985064,1
1732440628862563292,1
1732440629977569519,1
1732440630861123835,1
1732440631866311006,1
1732440632867641186,1
1732440633862139799,1
1732440634862057301,1
1732440635861870778,1
1732440636863666717,1
1732440637861433002,1
1732440638862258609,1
1732440639862320650,1
1732440640861871577,1
1732440641862228329,1
1732440642861403364,1
1732440643862407184,1
1732440644860923189,1
1732440645861537842,1
1732440646862109365,1
1732440647861658439,1
1732440648864516160,1
1732440649866529615,1
1732440650870160540,1
1732440651861954554,1
1732440652862307959,1
1732440653862363408,1
1732440654861824207,1
1732440655861968031,1
1732440656869535156,1
1732440657861781244,1
1732440658861084488,1
1732440659861343357,1
1732440660861287178,1
1732440661860902435,1
1732440662860748564,1
1732440665029576032,1
1732440665082459176,1
1732440666082100902,1
1732440667089654592,1
1732440668093887532,1
1732440669085435826,1
1732440670082811521,1
1732440671085599732,1
1732440672087842957,1
1732440673083928013,1
1732440674138963090,1
1732440675082985575,1
1732440676082879713,1
1732440677089013631,1
1732440678082306834,1
1732440679082317569,1
1732440680082456304,1
1732440681084859387,1
1732440682082385814,1
1732440683084463940,1
1732440684083044354,1
1732440685090884389,1
1732440686084880023,1
1732440687096432880,1
1732440688088416969,1
1732440689088179531,1
1732440690088877480,1
1732440691087944713,1
1732440692088815154,1
1732440693088882164,1
1732440694087712404,1
1732440695087792769,1
1732440696088387896,1
1732440697098684327,1
1732440698079552077,1
1732440699092203615,1
1732440700089100336,1
1732440701090083898,1
1732440702092417600,1
1732440703089520265,1
1732440704093413160,1
1732440705090660145,1
1732440706092243627,1
1732440707091687755,1
1732440708091219265,1
1732440709092160268,1
1732440710092032916,1
1732440711091758309,1
1732440712092057253,1
1732440713089960814,1
1732440714091020087,1
1732440715105133285,1
1732440716095004057,1
1732440717106093920,1
1732440718098360606,1
1732440719098516692,1
1732440720097765476,1
1732440721099041905,1
1732440722098228081,1
1732440723103154815,1
1732440724098382289,1
1732440725098300719,1
1732440726098517832,1
1732440727098396520,1
1732440728102061910,1
1732440729098019788,1
1732440730096824592,1
1732440731098302337,1
1732440732098402449,1
1732440733098634027,1
1732440734099448855,1
1732440735096376373,1
1732440736098758416,1
1732440737098381677,1
1732440738097350799,1
1732440739101723600,1
1732440740102931782,1
1732440741106228193,1
1732440742102647403,1
1732440743097414027,1
1732440744096289982,1
1732440745100521060,1
1732440746098745039,1
1732440747105356980,1
1732440748096378811,1
1732440749098620744,1
1732440750098079398,1
1732440751097438859,1
1732440752096510480,1
1732440753087493590,1
1732440754098910053,1
1732440755098901130,1
1732440756189719846,1
1732440757102263151,1
1732440758104383866,1
1732440759099776769,1
1732440760097379878,1
1732440761097831637,1
1732440762099303501,1
1732440763099962718,1
1732440764097447827,1
1732440765098541405,1
1732440766098293975,1
1732440767099640645,1
1732440768098505624,1
1732440769099697715,1
1732440770098361015,1
1732440771100206416,1
1732440772099730443,1
1732440773097838314,1
1732440774107765828,1
1732440775103546153,1
1732440776100109432,1
1732440777106546937,1
1732440778213691636,1
1732440779101832877,1
1732440780099328185,1
1732440781097794057,1
1732440782096898269,1
1732440783104659528,1
1732440784099023780,1
1732440785100442975,1
1732440786096676357,1
1732440787098718286,1
1732440788100024750,1
1732440789099263897,1
1732440790097502945,1
1732440791175713987,1
1732440792102653843,1
1732440793099492286,1
1732440794098223352,1
1732440795097330620,1
1732440796098041585,1
1732440797099784214,1
1732440798117855622,1
1732440799097437754,1
1732440800097995792,1
1732440801099788064,1
1732440802099570163,1
1732440803097463856,1
1732440804089647136,1
1732440805105882847,1
1732440806099565516,1
1732440807111623887,1
1732440808103221184,1
1732440809104967450,1
1732440810106478267,1
1732440811103855735,1
1732440812103098477,1
1732440813094866040,1
1732440814105577575,1
1732440815106666155,1
1732440816105415534,1
1732440817107778159,1
1732440818111835241,1
1732440819105670195,1
1732440820106689644,1
1732440821103475808,1
1732440822105730674,1
1732440823112948387,1
1732440824104383079,1
1732440825103285152,1
1732440826104751287,1
1732440827105632247,1
1732440828105500757,1
1732440829103787563,1
1732440830104115061,1
1732440831106670879,1
1732440832164137867,1
1732440833104032603,1
1732440834105439857,1
1732440835110432334,1
1732440836106513683,1
1732440837114738375,1
1732440838104800594,1
1732440839106280704,1
1732440840108567159,1
1732440841107333432,1
1732440842104569365,1
1732440843105326575,1
1732440844108216407,1
1732440845106687146,1
1732440846106882787,1
1732440847095716520,1
1732440848114914072,1
1732440849107710339,1
1732440850107393904,1
1732440851132449834,1
1732440852108657203,1
1732440853107687205,1
1732440854108145479,1
1732440855103734458,1
1732440856108590732,1
1732440857107143516,1
1732440858105941295,1
1732440859106065732,1
1732440860107571759,1
1732440861106848074,1
1732440862119309838,1
1732440863107667686,1
1732440864096392307,1
1732440865113287959,1
1732440866106839132,1
1732440867117422409,1
1732440868160782247,1
1732440869109513783,1
1732440870111180320,1
1732440871110763570,1
1732440872110671714,1
1732440873150925753,1
1732440874117508430,1
1732440875111538870,1
1732440876110654144,1
1732440877099268741,1
1732440878111236253,1
1732440879109723374,1
1732440880110953435,1
1732440881112367883,1
1732440882111778148,1
1732440883110713814,1
1732440884114680819,1
1732440885113192727,1
1732440886109010003,1
1732440887111933226,1
1732440888110264855,1
1732440889112213909,1
1732440890100544596,1
1732440891115012987,1
1732440892111971493,1
1732440893110784392,1
1732440894113671318,1
1732440895122608510,1
1732440896111411338,1
1732440897119994682,1
1732440898111653703,1
1732440899111012343,1
1732440900121657937,1
1732440901112257530,1
1732440902112507332,1
1732440903112569744,1
1732440904112677660,1
1732440905112024056,1
1732440906112809197,1
1732440907117592825,1
1732440908113842577,1
1732440909112584302,1
1732440910111669481,1
1732440911114037468,1
1732440912115387984,1
1732440913120446345,1
1732440914245309214,1
1732440915111188571,1
1732440916111464741,1
1732440917111533595,1
1732440918114916229,1
1732440919111401301,1
1732440920111711987,1
1732440921111620090,1
1732440922111281013,1
1732440923111942955,1
1732440924115676993,1
1732440925111818153,1
1732440926112298937,1
1732440927125100265,1
1732440928117285969,1
1732440929116353092,1
1732440930117123045,1
1732440931117674150,1
1732440932117899154,1
1732440933127475791,1
1732440934115947220,1
1732440935117226775,1
1732440936117960380,1
1732440937122995547,1
1732440938117602412,1
1732440939117755484,1
1732440940117800131,1
1732440941117711139,1
1732440942119125777,1
1732440943117602719,1
1732440944119102875,1
1732440945117148132,1
1732440946120033264,1
1732440947120398130,1
1732440948117649494,1
1732440949117282745,1
1732440950108041364,1
1732440951116268061,1
1732440952117910203,1
1732440953118915575,1
1732440954120239393,1
1732440955228294542,1
1732440956117482286,1
1732440957126785503,1
1732440958118081717,1
1732440959121597306,1
1732440960119163708,1
1732440961118896875,1
1732440962118374165,1
1732440963117927627,1
1732440964118584328,1
1732440965118817739,1
1732440966118783342,1
1732440967117070928,1
1732440968118571237,1
1732440969117822275,1
1732440970118201407,1
1732440971123783405,1
1732440972123761181,1
1732440973119044139,1
1732440974211232449,1
1732440975118312213,1
1732440976118946292,1
1732440977118256119,1
1732440978119409328,1
1732440979117925423,1
1732440980117698084,1
1732440981118164551,1
1732440982118497979,1
1732440983118460795,1
1732440984120955498,1
1732440985117957806,1
1732440986118292106,1
1732440987132429480,1
1732440988125015191,1
1732440989125127917,1
1732440990124871404,1
1732440991124596145,1
1732440992125155484,1
1732440993124879626,1
1732440994124377635,1
1732440995124242027,1
1732440996232119033,1
1732440997124658787,1
1732440998123925914,1
1732440999124226660,1
1732441000124699158,1
1732441001124460278,1
1732441002126150319,1
1732441003130964111,1
1732441004124291579,1
1732441005124525271,1
1732441006204353654,1
1732441007124415929,1
1732441008124164635,1
1732441009124508573,1
1732441010115561672,1
1732441011124137660,1
1732441012124741123,1
1732441013124428836,1
1732441014125718097,1
1732441015185328047,1
1732441016125861828,1
1732441017133738099,1
1732441018126244282,1
1732441019129227969,1
1732441020126010867,1
1732441021127480457,1
1732441022127022238,1
1732441023126860000,1
1732441024126921992,1
1732441025127161825,1
1732441026126686883,1
1732441027126992691,1
1732441028134867449,1
1732441029134702767,1
1732441030126499746,1
1732441031126932620,1
1732441032130015570,1
1732441033127280579,1
1732441034131749199,1
1732441035127405645,1
1732441036127067819,1
1732441037126850659,1
1732441038130114479,1
1732441039127228644,1
1732441040129736895,1
1732441041141693205,1
1732441042127949508,1
1732441043126863395,1
1732441044127498718,1
1732441045125511463,1
1732441046126083167,1
1732441047139197179,1
1732441048131809671,1
1732441049132789285,1
1732441050134241402,1
1732441051132062699,1
1732441052131504201,1
1732441053131870982,1
1732441054131763317,1
1732441055132033777,1
1732441056218439482,1
1732441057131271515,1
1732441058137138467,1
1732441059132321336,1
1732441060131919685,1
1732441061132053751,1
1732441062134914437,1
1732441063131297590,1
1732441064131498671,1
1732441065131929972,1
1732441066137508123,1
1732441067131176654,1
1732441068132071532,1
1732441069132231635,1
1732441070124791120,1
1732441071143072621,1
1732441072130808446,1
1732441073132161489,1
1732441074132911896,1
1732441075154641927,1
1732441076132634540,1
1732441077140196856,1
1732441078136668664,1
1732441079138412024,1
1732441080133938176,1
1732441081133902733,1
1732441082133202382,1
1732441083134005104,1
1732441084133568946,1
1732441085133312362,1
1732441086133813774,1
1732441087132849748,1
1732441088133747019,1
1732441089133542725,1
1732441090138072147,1
1732441091133159912,1
1732441092136716839,1
1732441093132746181,1
1732441097233110844,1
1732441097233304456,1
1732441097416733588,1
1732441098317896492,1
1732441099311663931,1
1732441100320783495,1
1732441101321079381,1
1732441102318227813,1
1732441103318144523,1
1732441104322613903,1
1732441105320486927,1
1732441106317870767,1
1732441107329914160,1
1732441108326791696,1
1732441109324410243,1
1732441110323601289,1
1732441111322118495,1
1732441112314932905,1
1732441113325176357,1
1732441114323544093,1
1732441115321699484,1
1732441116428171115,1
1732441117328386391,1
1732441118326152575,1
1732441119325540938,1
1732441120324652365,1
1732441121326632478,1
1732441122326302917,1
1732441123325205294,1
1732441124324814941,1
1732441125330840358,1
1732441126325660973,1
1732441127337007475,1
1732441128326181146,1
1732441129326939328,1
1732441130331623381,1
1732441131768988230,1
1732441132354545612,1
1732441133326042906,1
1732441134327765029,1
1732441135382435864,1
1732441136326865760,1
1732441137339301627,1
1732441138338897106,1
1732441139334056875,1
1732441140334591748,1
1732441141332042314,1
1732441142332774766,1
1732441143336921625,1
1732441144333778871,1
1732441145332672049,1
1732441146332572190,1
1732441147333071778,1
1732441148340118159,1
1732441149334345237,1
1732441150332414178,1
1732441151339272088,1
1732441152334581475,1
1732441153333344300,1
1732441154335692080,1
1732441155324883884,1
1732441156340795060,1
1732441157412862592,1
1732441158332173182,1
1732441159332244431,1
1732441160335407502,1
1732441161334977034,1
1732441162334310595,1
1732441163332255352,1
1732441164329896252,1
1732441165335328080,1
1732441166334008661,1
1732441167342590031,1
1732441168337438007,1
1732441169336880572,1
1732441170337537814,1
1732441171333118736,1
1732441172340665085,1
1732441173341377869,1
1732441174341409566,1
1732441175335740564,1
1732441176391180099,1
1732441177337122394,1
1732441178345844769,1
1732441179335242178,1
1732441180335476251,1
1732441181336309272,1
1732441182338569719,1
1732441183335949032,1
1732441184339386465,1
1732441185328581416,1
1732441186344138820,1
1732441187337611158,1
1732441188335371591,1
1732441189337634371,1
1732441190338738708,1
1732441191335476493,1
1732441192337772115,1
1732441193335604672,1
1732441194338384038,1
1732441195366599748,1
1732441196334999318,1
1732441197345581412,1
1732441198339071961,1
1732441199340919729,1
1732441200338400932,1
1732441201338077814,1
1732441202338724238,1
1732441203344686416,1
1732441204340751495,1
1732441205338667138,1
1732441206340056979,1
1732441207340182329,1
1732441208346965801,1
1732441209340251489,1
1732441210341245762,1
1732441211338657754,1
1732441212341143733,1
1732441213340959572,1
1732441214340522154,1
1732441215331506586,1
1732441216348993051,1
1732441217395099388,1
1732441218338732955,1
1732441219338403265,1
1732441220342117477,1
1732441221341826939,1
1732441222340883033,1
1732441223338950139,1
1732441224348803883,1
1732441225342503414,1
1732441226339956114,1
1732441227352002182,1
1732441228335277398,1
1732441229351896896,1
1732441230347496616,1
1732441231343067360,1
1732441232343142747,1
1732441233347019992,1
1732441234345827600,1
1732441235343173850,1
1732441236365192771,1
1732441237344337424,1
1732441238346373742,1
1732441239346000621,1
1732441240343747107,1
1732441241335811555,1
1732441242348327281,1
1732441243345654244,1
1732441244343510308,1
1732441245346870227,1
1732441246352161160,1
1732441247346771164,1
1732441248343719320,1
1732441249343622174,1
1732441250344975758,1
1732441251348603146,1
1732441252346143089,1
1732441253343751859,1
1732441254345697728,1
1732441255346707199,1
1732441256345230986,1
1732441257353201415,1
1732441258344972366,1
1732441259355921847,1
1732441260348800713,1
1732441261345951921,1
1732441262346957012,1
1732441263349957530,1
1732441264350202883,1
1732441265349482173,1
1732441266346311057,1
1732441267349612197,1
1732441268348858335,1
1732441269348846899,1
1732441270347185040,1
1732441271341648589,1
1732441272349796007,1
1732441273348623905,1
1732441274349771723,1
1732441275347967320,1
1732441276353966507,1
1732441277356698973,1
1732441278349349687,1
1732441279347113577,1
1732441280350655635,1
1732441281350134566,1
1732441282350361526,1
1732441283351806691,1
1732441284349806242,1
1732441285350705126,1
1732441287807679727,1
1732441287877661467,1
1732441288880311432,1
1732441289884883084,1
1732441290879963804,1
1732441291880409020,1
1732441292877607135,1
1732441293880035574,1
1732441294879982661,1
1732441295880078443,1
1732441296879860183,1
1732441297880244637,1
1732441298883304885,1
1732441299880478723,1
1732441300883437566,1
1732441301878889459,1
1732441302879969050,1
1732441303880707134,1
1732441304880210032,1
1732441305880221367,1
1732441306949945073,1
1732441307879293926,1
1732441308926352261,1
1732441309879611321,1
1732441310883565851,1
1732441311880124501,1
1732441312880237177,1
1732441313880341688,1
1732441314880082759,1
1732441315882100322,1
1732441316892407945,1
1732441317884671125,1
1732441318884414882,1
1732441319889750971,1
1732441320885557317,1
1732441321884965295,1
1732441322883810706,1
1732441323884969545,1
1732441324885176057,1
1732441325885231777,1
1732441326885013784,1
1732441327884699573,1
1732441328886521091,1
1732441329887210645,1
1732441330885530222,1
1732441331884682083,1
1732441332958979951,1
1732441333884539099,1
1732441334888078562,1
1732441335885353799,1
1732441336885790310,1
1732441337884589793,1
1732441338884660782,1
1732441339885303076,1
1732441340884996310,1
1732441341890571816,1
1732441342884793270,1
1732441343884547607,1
1732441344885750037,1
1732441345886326740,1
1732441346892372705,1
1732441347885039678,1
1732441348885767684,1
1732441349954585197,1
1732441350892585283,1
1732441351885396104,1
1732441352884923471,1
1732441353885927250,1
1732441354883789172,1
1732441355885039083,1
1732441356885317406,1
1732441357886460136,1
1732441358890243595,1
1732441359884845682,1
1732441360889914222,1
1732441361885344855,1
1732441362885429258,1
1732441363885362478,1
1732441364885722632,1
1732441365886719245,1
1732441366887650444,1
1732441367884696149,1
1732441368885300738,1
1732441369885485345,1
1732441370888245579,1
1732441371884413215,1
1732441372885258234,1
1732441373885365484,1
1732441374885678000,1
1732441375893485729,1
1732441376892358215,1
1732441377888035185,1
1732441378885193771,1
1732441379885812177,1
1732441380884736820,1
1732441381884870440,1
1732441382928070596,1
1732441383896788576,1
1732441384884908735,1
1732441385885759013,1
1732441386885734709,1
1732441387885002002,1
1732441388902482193,1
1732441389885526644,1
1732441390961833345,1
1732441391886144239,1
1732441392887649270,1
1732441393884974467,1
1732441394886405600,1
1732441395885584437,1
1732441396884946637,1
1732441397885633210,1
1732441398885417879,1
1732441399885474095,1
1732441400895983270,1
1732441401885313387,1
1732441402884959697,1
1732441403884791184,1
1732441404885537359,1
1732441405891299318,1
1732441406892722486,1
1732441407884969341,1
1732441408884663771,1
1732441409887154563,1
1732441410885011159,1
1732441411885344543,1
1732441412889542813,1
1732441413888384522,1
1732441414885790810,1
1732441415885287260,1
1732441416884866646,1
1732441417884597494,1
1732441418886468167,1
1732441419884649253,1
1732441420885268671,1
1732441421886937206,1
1732441422892500066,1
1732441423885781371,1
1732441424884939099,1
1732441425954821557,1
1732441426885836918,1
1732441427885420242,1
1732441428885616300,1
1732441429885645194,1
1732441430889431832,1
1732441431884255501,1
1732441432884772858,1
1732441433884751749,1
1732441434884028280,1
1732441435884853872,1
1732441436890885554,1
1732441437884675629,1
1732441438885532041,1
1732441439891170931,1
1732441440885730163,1
1732441441885846722,1
1732441442885697374,1
1732441443884876491,1
1732441444895317128,1
1732441445884584439,1
1732441446884835638,1
1732441447886870057,1
1732441448886767407,1
1732441449884888390,1
1732441450884893068,1
1732441451886357216,1
1732441452885238067,1
1732441453885600494,1
1732441454885099389,1
1732441455884796336,1
1732441456887999168,1
1732441457885298836,1
1732441458887783748,1
1732441459884921755,1
1732441460885596596,1
1732441461885434104,1
1732441462885389661,1
1732441463885382399,1
1732441464885688111,1
1732441465885615537,1
1732441466955833418,1
1732441467890002920,1
1732441468886193379,1
1732441469892688667,1
1732441470888536704,1
1732441471885747077,1
1732441472886544498,1
1732441473887416527,1
1732441474886573824,1
1732441475886584836,1
1732441476886366811,1
1732441477880743371,1
1732441478886651133,1
1732441479886811995,1
1732441480886579763,1
1732441481886531063,1
1732441482886104297,1
1732441483885715651,1
1732441484889792946,1
1732441485896255242,1
1732441486890490469,1
1732441487886560612,1
1732441488886344390,1
1732441489886122626,1
1732441490886438358,1
1732441491886355073,1
1732441492888817432,1
1732441493889474128,1
1732441494890153097,1
1732441495886625981,1
1732441496899399353,1
1732441497892388785,1
1732441498922366161,1
1732441499896491578,1
1732441500893841130,1
1732441501895234924,1
1732441502892715430,1
1732441503891862499,1
1732441504892112687,1
1732441505892296811,1
1732441506894818842,1
1732441507980221497,1
1732441508892380491,1
1732441509891703057,1
1732441510892502831,1
1732441511892035058,1
1732441512890584290,1
1732441513891477139,1
1732441514891714623,1
1732441515891486348,1
1732441516976023728,1
1732441517891739171,1
1732441518894558506,1
1732441519891737711,1
1732441520891320252,1
1732441521891997598,1
1732441522890812606,1
1732441523893033915,1
1732441524892845884,1
1732441525891183821,1
1732441526899550213,1
1732441527891613223,1
1732441528892860391,1
1732441529898357056,1
1732441530892614344,1
1732441531895067095,1
1732441532892948120,1
1732441533893224767,1
1732441534892821184,1
1732441535892460933,1
1732441536892975054,1
1732441537886522697,1
1732441538892508515,1
1732441539892719620,1
1732441540892329532,1
1732441541893101284,1
1732441542892550256,1
1732441543892358610,1
1732441544893245246,1
1732441545893113761,1
1732441546898566123,1
1732441547893597498,1
1732441549014371319,1
1732441549892651644,1
1732441550894029156,1
1732441551893116303,1
1732441552893934993,1
1732441553892679710,1
1732441554894291751,1
1732441555892943074,1
1732441556905601931,1
1732441557898183370,1
1732441558898220090,1
1732441559903194148,1
1732441560897346601,1
1732441561897391105,1
1732441562898948614,1
1732441563897935293,1
1732441564897278718,1
1732441565897747454,1
1732441566898504559,1
1732441567900393006,1
1732441568897978128,1
1732441569898072445,1
1732441570898148678,1
1732441571898472273,1
1732441572897898864,1
1732441573897699663,1
1732441574898119077,1
1732441575901360420,1
1732441576904088084,1
1732441577898170877,1
1732441578899725981,1
1732441579898000460,1
1732441580897203894,1
1732441581897951401,1
1732441582896968977,1
1732441583897778460,1
1732441584897286061,1
1732441585896805615,1
1732441586905308353,1
1732441587900525062,1
1732441588897924678,1
1732441590005523057,1
1732441590899507284,1
1732441591898887208,1
1732441592898848777,1
1732441593899608647,1
1732441594899140504,1
1732441595898715792,1
1732441596898664907,1
1732441597901519629,1
1732441598899537208,1
1732441599899171475,1
1732441600899249211,1
1732441601889815227,1
1732441602899660112,1
1732441603899483943,1
1732441604899355745,1
1732441605900582355,1
1732441606904898496,1
1732441607899529382,1
1732441608966695306,1
1732441609899907490,1
1732441610899754305,1
1732441611902280152,1
1732441612899742875,1
1732441613899745119,1
1732441614899661996,1
1732441615902297939,1
1732441616911405205,1
1732441617903237816,1
1732441618903278974,1
1732441619908877680,1
1732441620904215326,1
1732441621903444548,1
1732441622903877406,1
1732441623904567936,1
1732441624906370142,1
1732441625903652940,1
1732441626903670154,1
1732441627897431705,1
1732441628903419618,1
1732441629903477286,1
1732441630975987809,1
1732441631903707148,1
1732441632903499882,1
1732441633904270861,1
1732441634903372054,1
1732441635907880682,1
1732441636908472951,1
1732441637903229372,1
1732441638903162148,1
1732441639903097358,1
1732441640910118888,1
1732441641903426293,1
1732441642903452501,1
1732441643903713790,1
1732441644903977275,1
1732441645902098717,1
1732441646911467063,1
1732441647905233323,1
1732441648905740259,1
1732441649931527962,1
1732441650905480567,1
1732441651905822887,1
1732441653205997678,1
1732441653907093570,1
1732441654905496310,1
1732441655907878779,1
1732441656914794983,1
1732441657908427315,1
1732441658905906376,1
1732441659905239703,1
1732441660905177538,1
1732441661906443562,1
1732441662906258226,1
1732441663905758093,1
1732441664905945584,1
1732441665905994395,1
1732441666910992558,1
1732441667904947453,1
1732441668932378213,1
1732441669905609591,1
1732441670907111224,1
1732441671905735157,1
1732441672905386536,1
1732441673905759956,1
1732441674899691165,1
1732441675906697728,1
1732441676920149416,1
1732441677912499344,1
1732441678913099876,1
1732441679918270683,1
1732441680912684373,1
1732441681916744795,1
1732441682912286741,1
1732441683916455186,1
1732441684912019654,1
1732441685911627321,1
1732441686913416644,1
1732441687987470028,1
1732441688914009473,1
1732441689915868205,1
1732441690954319522,1
1732441691911998168,1
1732441692913266007,1
1732441693912892900,1
1732441694912594285,1
1732441695917238397,1
1732441696916404240,1
1732441697912770538,1
1732441698916241942,1
1732441699913082584,1
1732441700912253717,1
1732441701912400241,1
1732441702912596338,1
1732441703912916397,1
1732441704912456870,1
1732441705912631096,1
1732441706926586314,1
1732441707923088544,1
1732441708920170016,1
1732441709921807355,1
1732441710919423805,1
1732441711919366089,1
1732441713040866536,1
1732441713919759896,1
1732441714919033761,1
1732441715918788092,1
1732441716919573460,1
1732441717911009170,1
1732441718919827416,1
1732441719920079188,1
1732441720919929109,1
1732441721920897928,1
1732441722925697711,1
1732441723918990379,1
1732441724920747841,1
1732441725920014401,1
1732441726920652454,1
1732441727920324733,1
1732441729139128586,1
1732441729919347901,1
1732441730919445564,1
1732441731920006962,1
1732441732920198570,1
1732441733921983034,1
1732441734920123783,1
1732441735919010796,1
1732441736930282662,1
1732441737918865184,1
1732441738919756550,1
1732441739923255394,1
1732441740919992441,1
1732441741919862551,1
1732441742920697318,1
1732441743917815430,1
1732441744921781777,1
1732441745920315540,1
1732441746919864720,1
1732441748023039720,1
1732441748951943029,1
1732441749919307974,1
1732441750920710954,1
1732441751918116161,1
1732441752919514893,1
1732441753919235033,1
1732441754917519088,1
1732441755925954831,1
1732441756922929852,1
1732441757923083723,1
1732441758919037769,1
1732441759919716738,1
1732441760924934521,1
1732441761945880163,1
1732441762917728339,1
1732441763910496966,1
1732441764921587016,1
1732441765933540546,1
1732441766978041790,1
1732441767918079799,1
1732441768921971096,1
1732441769926237393,1
1732441770921123814,1
1732441771922323205,1
1732441772920894567,1
1732441773922967620,1
1732441774925676388,1
1732441775920679918,1
1732441776919732973,1
1732441777919631766,1
1732441778926121062,1
1732441779920613772,1
1732441780920685937,1
1732441781920003253,1
1732441782920172701,1
1732441783920821454,1
1732441784920152617,1
1732441785922755809,1
1732441786930928630,1
1732441787925449790,1
1732441789001254384,1
1732441789920505670,1
1732441790925728353,1
1732441791926236663,1
1732441792922867632,1
1732441793920117147,1
1732441794920705918,1
1732441795921026518,1
1732441796933015044,1
1732441797927565288,1
1732441798926484362,1
1732441799939147558,1
1732441800924253969,1
1732441801924877203,1
1732441802925396693,1
1732441803925098669,1
1732441804924884169,1
1732441805927126476,1
1732441806925416745,1
1732441807987264629,1
1732441808924395611,1
1732441809925438128,1
1732441810927955610,1
1732441811917740647,1
1732441812924780853,1
1732441813926067648,1
1732441814924549454,1
1732441815925220328,1
1732441816934450774,1
1732441817924096081,1
1732441818927362060,1
1732441819924832227,1
1732441820929548032,1
1732441821924109038,1
1732441822940455891,1
1732441823925127220,1
1732441824924809546,1
1732441825928199466,1
1732441826970622931,1
1732441827929300113,1
1732441828936494377,1
1732441829925700665,1
1732441830939644682,1
1732441831930379713,1
1732441832925875263,1
1732441833933502235,1
1732441834925282577,1
1732441835923955971,1
1732441836925128672,1
1732441837926215261,1
1732441838926776540,1
1732441839926310942,1
1732441840926482372,1
1732441841930583171,1
